Type,Status,Committee,prime_sponsor,processed_text,joined_text
Introduction,Filed (End of Session),Committee on General Welfare,Kevin C. Riley,"['audit', 'foster', 'care', 'placement', 'notices']",audit foster care placement notices
Introduction,Filed (End of Session),Committee on Governmental Operations,Kevin C. Riley,"['cleaning', 'maintenance']",cleaning maintenance
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Kevin C. Riley,"['bus', 'lane', 'restrictions']",bus lane restrictions
Introduction,Enacted,Committee on Hospitals,Julie Menin,"['office', 'healthcare', 'accountability']",office healthcare accountability
Introduction,Enacted,Committee on Small Business,Julie Menin,"['reducing', 'penalties', 'allowing', 'opportunities', 'cure', 'violations', 'eliminating', 'requirements', 'commercial', 'establishments', 'repeal', 'subchapters', 'chapter', 'title', 'relating', 'availability', 'sale', 'advertised', 'merchandise', 'sale', 'travel', 'tickets', 'delayed', 'payment', 'transactions', 'billing', 'practices', 'disclosure', 'information', 'child', 'care', 'facilities', 'respectively', 'repeal', 'row', 'begins', 'table', 'paragraph', 'subdivision', 'b', 'sec']",reducing penalties allowing opportunities cure violations eliminating requirements commercial establishments repeal subchapters chapter title relating availability sale advertised merchandise sale travel tickets delayed payment transactions billing practices disclosure information child care facilities respectively repeal row begins table paragraph subdivision b sec
Resolution,Filed (End of Session),"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Julie Menin,"['recognizing', 'april', 'annually', 'tartan', 'day']",recognizing april annually tartan day
Introduction,Filed (End of Session),Committee on Education,Julie Menin,"['reporting', 'payments', 'early', 'childhood', 'care', 'education', 'providers']",reporting payments early childhood care education providers
Introduction,Filed (End of Session),Committee on Sanitation and Solid Waste Management,Sandy Nurse,"['sanitation', 'develop', 'plan', 'ensuring', 'proper', 'disposal', 'rechargeable', 'batteries', 'used', 'powered', 'mobility', 'devices']",sanitation develop plan ensuring proper disposal rechargeable batteries used powered mobility devices
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Tiffany CabÃ¡,"['wrongful', 'discharge', 'employment']",wrongful discharge employment
Introduction,Filed (End of Session),Committee on Finance,Shekar Krishnan,"['developing', 'strategic', 'blueprint', 'reduce', 'capital', 'project', 'durations', 'least', 'percent']",developing strategic blueprint reduce capital project durations least percent
Introduction,Filed (End of Session),Committee on Immigration,Crystal Hudson,"['office', 'refugee', 'migrant', 'settlement']",office refugee migrant settlement
Resolution,Filed (End of Session),Committee on Transportation and Infrastructure,Joseph C. Borelli,"['make', 'implementation', 'metropolitan', 'transportation', 'congestion', 'pricing', 'plan', 'also', 'known', 'business', 'tolling', 'subject', 'statewide', 'ballot', 'pro']",make implementation metropolitan transportation congestion pricing plan also known business tolling subject statewide ballot pro
Resolution,Filed (End of Session),Committee on Education,Eric Dinowitz,"['education', 'provide', 'civic', 'engagement', 'training', 'high', 'school', 'students', 'award', 'credentials', 'students', 'complete', 'training']",education provide civic engagement training high school students award credentials students complete training
Resolution,Filed (End of Session),Committee on General Welfare,Alexa AvilÃ©,"['united', 'states', 'congress', 'president', 'american', 'family', 'would', 'expand', 'child', 'tax', 'credit']",united states congress president american family would expand child tax credit
Introduction,Filed (End of Session),Committee on Governmental Operations,Jennifer GutiÃ©rre,"['citywide', 'services', 'give', 'two', 'years', 'notice', 'lease', 'expiration', 'tenants', 'properties']",citywide services give two years notice lease expiration tenants properties
Resolution,Filed (End of Session),Committee on Education,Alexa AvilÃ©,"['education', 'school', 'climate', 'codes', 'conduct', 'school', 'disciplinary', 'action', 'following', 'violation', 'codes', 'conduct']",education school climate codes conduct school disciplinary action following violation codes conduct
Introduction,Filed (End of Session),Committee on Parks and Recreation,Selvena N. Brooks-Powers,"['creation', 'task', 'force', 'coordinate', 'removal', 'fallen', 'trees', 'due', 'severe', 'weather', 'event']",creation task force coordinate removal fallen trees due severe weather event
Resolution,Filed (End of Session),Committee on Public Safety,Alexa AvilÃ©,"['congress', 'president', 'would', 'eliminate', 'authority', 'defense', 'transfer', 'surplus', 'military', 'federal', 'agencies', 'enforcement', 'activities']",congress president would eliminate authority defense transfer surplus military federal agencies enforcement activities
Introduction,Filed (End of Session),Committee on Contracts,Selvena N. Brooks-Powers,"['auditing', 'requirements', 'minority', 'business', 'enterprise', 'procurement']",auditing requirements minority business enterprise procurement
Introduction,Filed (End of Session),Committee on Transportation and Infrastructure,Selvena N. Brooks-Powers,"['placing', 'cap', 'correlated', 'color', 'temperature', 'replacement', 'streetlights']",placing cap correlated color temperature replacement streetlights
Introduction,Filed (End of Session),Committee on Land Use,Selvena N. Brooks-Powers,"['studying', 'reporting', 'transportation', 'impacts', 'decisions', 'planning', 'connection', 'use', 'actions']",studying reporting transportation impacts decisions planning connection use actions
Introduction,Filed (End of Session),Committee on Immigration,Shekar Krishnan,"['prohibiting', 'contracting', 'entities', 'engaged', 'immigration', 'enforcement']",prohibiting contracting entities engaged immigration enforcement
Resolution,Adopted,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",Joann Ariola,"['united', 'states', 'congress', 'president', 'september', 'day', 'remembrance']",united states congress president september day remembrance
Introduction,Filed (End of Session),Committee on Sanitation and Solid Waste Management,Shaun Abreu,"['sanitation', 'collect', 'organic', 'waste', 'community', 'gardens']",sanitation collect organic waste community gardens
Introduction,Enacted,Committee on Governmental Operations,Selvena N. Brooks-Powers,"['disclosure', 'identity', 'contributors', 'entities', 'making', 'independent', 'expenditures', 'support', 'opposition', 'municipal', 'ballot', 'proposal', 'referendum']",disclosure identity contributors entities making independent expenditures support opposition municipal ballot proposal referendum
Introduction,Enacted,Committee on Parks and Recreation,Shekar Krishnan,"['parks', 'recreation', 'develop', 'strategy', 'reduce', 'duration', 'capital', 'projects']",parks recreation develop strategy reduce duration capital projects
Resolution,Filed (End of Session),Committee on Consumer and Worker Protection,Keith Powers,"['recognizing', 'april', 'freelancers', 'appreciation', 'month']",recognizing april freelancers appreciation month
Introduction,Enacted,Committee on Criminal Justice,Carlina Rivera,"['citywide', 'resource', 'navigator', 'transgender', 'gender', 'nonconforming', 'intersex', 'individuals', 'well', 'cisgender', 'women']",citywide resource navigator transgender gender nonconforming intersex individuals well cisgender women
Introduction,Filed (End of Session),Committee on Standards and Ethics,Robert F. Holden,"['rent', 'stabilized', 'housing', 'disclosures', 'members']",rent stabilized housing disclosures members
Introduction,Filed (End of Session),Committee on Parks and Recreation,Lincoln Restler,"['creation', 'plan', 'develop', 'dog', 'runs', 'parks', 'jurisdiction', 'parks', 'recreation']",creation plan develop dog runs parks jurisdiction parks recreation
Resolution,Filed (End of Session),Committee on Finance,Keith Powers,"['authorizing', 'personal', 'income', 'tax', 'deduction', 'student', 'loan', 'payments']",authorizing personal income tax deduction student loan payments
Introduction,Filed (End of Session),Committee on Parks and Recreation,Lincoln Restler,"['maintenance', 'cleaning', 'dog', 'runs', 'jurisdiction', 'parks', 'recreation']",maintenance cleaning dog runs jurisdiction parks recreation
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Chi A. OssÃ,"['reducing', 'monetary', 'threshold', 'coverage', 'freelance', 'free']",reducing monetary threshold coverage freelance free
Introduction,Filed (End of Session),Committee on Health,Chi A. OssÃ,"['outreach', 'distribution', 'prophylaxis', 'throughout']",outreach distribution prophylaxis throughout
Introduction,Filed (End of Session),Committee on General Welfare,Kristin Richardson Jordan,"['emphasizing', 'permanent', 'housing', 'transparency', 'provision', 'homeless', 'services']",emphasizing permanent housing transparency provision homeless services
Resolution,Filed (End of Session),Committee on Health,Crystal Hudson,"['would', 'increase', 'access', 'prophylaxis', 'prophylaxis']",would increase access prophylaxis prophylaxis
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Keith Powers,"['regulating', 'covenants', 'compete', 'freelance', 'workers']",regulating covenants compete freelance workers
Introduction,Filed (End of Session),Committee on Technology,Carlina Rivera,"['commissioner', 'information', 'technology', 'telecommunications', 'create', 'separate', 'category', 'rooftop', 'activity', 'complaints', 'annually', 'regarding', 'complaints', 'require', 'commissioner', 'buildings', 'annually', 'regarding', 'rooftop', 'spaces']",commissioner information technology telecommunications create separate category rooftop activity complaints annually regarding complaints require commissioner buildings annually regarding rooftop spaces
Resolution,Filed (End of Session),Committee on Civil Service and Labor,Carmen N. De La Rosa,"['establish', 'nail', 'salon', 'minimum', 'standards']",establish nail salon minimum standards
Introduction,Filed (End of Session),Committee on Consumer and Worker Protection,Jennifer GutiÃ©rre,"['battery', 'safety', 'certification', 'powered', 'mobility', 'device', 'mechanics']",battery safety certification powered mobility device mechanics
