File ,Law Number,Type,Status,Committee,Prime Sponsor,Council Member Sponsors,Title
Int 0070-2022,2022/055,Introduction,Enacted,Committee on Housing and Buildings,Pierina Ana Sanchez,22,"A Local Law to amend the administrative code of the city of New York, in relation to continuation of the New York city rent stabilization law of nineteen hundred sixty-nine"
T2022-0206,,Oversight,Filed,Committee on Oversight and Investigations,,0,Oversight - The City's Evolving Workforce Development Plans in the Wake of the Pandemic.
T2022-0205,,Oversight,Filed,Committee on Economic Development,,0,Oversight - The City's Evolving Workforce Development Plans in the Wake of the Pandemic.
Res 0053-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving with modifications the decision of the City Planning Commission on Application No. N 210434 ZRY, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 12)."
Res 0052-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving with modifications the decision of the City Planning Commission on Application No. N 210240 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 11)."
Res 0051-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 210239 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 10)."
Res 0043-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution affirming the designation by the Landmarks Preservation Commission of the 200 Madison Avenue First Floor Lobby Interior located at 200 Madison Avenue, aka 200-214 Madison Avenue, 11-19 East 35th Street, 10-20 East 36th Street (Tax Map Block 865, Lot 14), Borough of Manhattan, Designation List No. 526, LP-2654 (L.U. No. 2; 20225009 HIM; N 220210 HIM)."
Res 0042-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 220082 PCX (L.U. No. 1), a site selection and acquisition of property located at 188 West 230th Street, aka 2992 Exterior Street (Block 3264, Lot 104), Borough of the Bronx, for use as a new NYPD Bronx Special Victim Services Squad facility."
Res 0050-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving with modifications the decision of the City Planning Commission on Application No. N 200328 ZRK, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 9)."
Res 0049-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 200329 ZMK, a Zoning Map amendment (Preconsidered L.U. No. 8)."
Res 0044-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 210189 ZMQ, a Zoning Map amendment (Preconsidered L.U. No. 7)."
Res 0048-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving with modifications the decision of the City Planning Commission on Application No. N 210286 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 4)."
Res 0047-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 210285 ZMK, a Zoning Map amendment (L.U. No. 3)."
T2022-0189,,Oversight,Filed,Committee on Housing and Buildings,,0,Oversight - The Impact of Covid-19 on NYC Housing Vacancies and Assessing the Ongoing Need for Emergency Rental Assistance Program.
T2022-0180,,Oversight,Filed,Committee on Public Safety,,0,Oversight - Mayor’s Blueprint to End Gun Violen
T2022-0170,,Oversight,Filed,Committee on Sanitation and Solid Waste Management,,0,Oversight - Clean streets and expanding vital sanitation service.
T2022-0169,,Oversight,Filed,Committee on Youth Services,,0,Oversight - Summer 2022 Programming Readiness
T2022-0165,,Oversight,Filed,Committee on Civil Service and Labor,,0,Oversight - How to Strengthen Workers' Rights Across the New York City Workforce.
T2022-0164,,Oversight,Filed,Committee on Hospitals,,0,Oversight - Access to Primary Care via NYC Hospitals.
T2022-0156,,Oversight,Filed,"Committee on Mental Health, Disabilities and Addiction",,0,Oversight - The State of NYC’s Mental Health and Plans to Address the Mental Health Crisi
T2022-0155,,Oversight,Filed,Committee on Higher Education,,0,Oversight - CUNY Start and Developmental Education.
Res 0020-2022,,Resolution,Adopted,Committee on Higher Education,Justin L. Brannan,38,"Resolution calling upon the New York State Legislature to pass, and the Governor to sign, The New Deal for CUNY (S.4461-A/A.5843-A), which is intended to reestablish the City University of New York as an engine for social and economic mobility by waiving all tuition and creating certain staff-to-student ratios in order to increase student success."
T2022-0154,,Oversight,Filed,Committee on Immigration,,0,Oversight - COVID-19 in Immigration Detention Centers.
Res 0025-2022,,Resolution,Adopted,Committee on Women and Gender Equity,Mercedes Narcisse,37,"Resolution calling upon the New York State legislature to pass, and the Governor to sign, A.8619A/S.7573, which would expand eligibility for victims and survivors of crime to access victim compensation funds."
M 0017-2022,,Communication,"Received, Ordered, Printed and Filed",City Council,,0,Communication from the Speaker - Submitting an annual report pursuant to rule 2.75b in relation to complaints of sexual harassment as defined by the Council’s Anti-Discrimination and Harassment Polic
T2022-0152,,Oversight,Filed,Committee on Education,,0,Oversight - COVID Impact on English Language Learners (ELLs).
Int 0014-2022,2022/061,Introduction,Enacted,Committee on Contracts,Justin L. Brannan,14,"A Local Law to amend the administrative code of the city of New York, in relation to including the most recent data available in the citywide M/WBE disparity study"
M 0013-2022,,Mayor's Message,Adopted,"Committee on Rules, Privileges and Elections",,0,"Communication from the Mayor - Submitting the name of Jocelyn Strauber to the Council for its advice and consent regarding her appointment as Commissioner of the Department of Investigation, pursuant to Section 31 of the New York City Charter."
M 0012-2022,,Mayor's Message,Adopted,"Committee on Rules, Privileges and Elections",,0,"Communication from the Mayor - Submitting the name of Honorable Sylvia Hinds-Radix to the Council for its advice and consent regarding her appointment as the Corporation Counsel, pursuant to Sections 31 and 391 of the New York City Charter."
M 0016-2022,,Communication,Adopted,"Committee on Rules, Privileges and Elections",,0,"Communication from the Public Advocate - Submitting the name of Ifeoma Ike, Esq. to the Council for its advice and consent concerning her appointment to the New York City Conflicts of Interest Board, pursuant to Section 2602 of the New York City Charter."
M 0015-2022,,Communication,Adopted,"Committee on Rules, Privileges and Elections",,0,"Communication from the Comptroller - Submitting the name of Georgia Pestana to the Council for its advice and consent concerning her appointment to the New York City Conflicts of Interest Board, pursuant to Section 2602 of the New York City Charter."
M 0014-2022,,Communication,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from the New York City Board of Corrections – Submitting notice regarding the expiration and repeal of subdivision d of section 9-149 of the Administrative Code of the City of New York, as added by section one of Local Law 124 of 2017 (LL124/2017), and as further amended by section 294 of Chapter 322 of the Laws of 2021 (Ch. 322/2021), requiring the Commissioner of Correction to submit an annual report to the New York City Council regarding the delay of transportation of incarcerated individuals to housing facilitie"
Int 0009-2022,,Introduction,Withdrawn,Committee on Consumer and Worker Protection,Justin L. Brannan,1,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting commercial parking garages from charging higher rates for utility vehicles"
T2022-0151,,Oversight,Filed,Subcommittee on COVID Recovery and Resiliency,,0,Oversight - COVID-19: Looking Ahead
T2022-0150,,Oversight,Filed,Committee on Health,,0,Oversight - COVID-19: Looking Ahead
LU 0017-2022,,Land Use Application,Filed,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application Number N 210214 ZRQ (97-04 Sutphin Boulevard Rezoning) submitted by BG Sutphin LLC pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying Article XI, Chapter 5 (Special Downtown Jamaica District) and related Sections, and modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area, Borough of Queens, Community District 3, Council District 28."
LU 0016-2022,,Land Use Application,Filed,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application Number C 210213 ZMQ (97-04 Sutphin Boulevard Rezoning) submitted by BG Sutphin LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 14d, by changing from a C4-5X District to a C6-3 District property bounded by 97th Avenue, 146th Street, a line 100 feet southeasterly of 97th Avenue and Waltham Street, Borough of Queens, Community District 3, Council District 28."
LU 0015-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application Number C 220102 HUK (ENY URP 5th Amendment) submitted by the Department of Housing Preservation and Development (HPD), pursuant to Section 505 of Article 15 of the New York State General Municipal Law (Urban Renewal) and Section 197-c of the New York City Charter, for the fifth amendment to the East New York I Urban Renewal Plan for the East New York I Urban Renewal Area, Borough of Brooklyn, Community District 5, Council District 42."
LU 0014-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application Number C 220060 HAM (Castle III 107-111 East 123rd Street) submitted by the Department of Housing Preservation and Development (HPD) pursuant to Article 16 of the General Municipal Law of New York State for the designation of an Urban Development Action Area and an Urban Development Action Area Project for such area, and pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD, to facilitate the development of a 15-story building containing approximately 81 supportive and affordable housing units on property lo"
LU 0013-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,Application Number C 220059 ZSM (Castle III 107-111 East 123rd Street) submitted by the Department of Housing Preservation and Development pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-903 of the Zoning Resolution to modify the requirements of Section 24-111 (Maximum floor area ratio for certain community facility uses) to permit the allowable community facility floor area ratio of Section 24-11 (Maximum Floor Area Ration and Percentage of Lot Coverage) to apply to a non-profit institution with sleeping accommodations i
M 0020-2022,,Land Use Call-Up,Adopted,City Council,"Rafael Salamanca, Jr.",1,"By The Chair of the Land Use Committee (Council Member Salamanca) Pursuant to Sections 11.20(b-d) of the Council Rules and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Application No. C 220059 ZSM (Castle III 107-111 East 123rd Street) shall be subject to Council review. This item is related to Application No. C 220060 HAM."
T2022-0144,,Oversight,Filed,Committee on Contracts,,0,Oversight - Updates to the Procurement and Sourcing Solutions Portal (PASSPort).
T2022-0142,,Oversight,Filed,"Committee on Cultural Affairs, Libraries and International Intergroup Relations",,0,Oversight - Expanding Access to Cultural Institutions for Underserved BIPOC Youth and the BIPOC Community At Large.
T2022-0130,,Oversight,Filed,Committee on General Welfare,,0,Oversight - Impact of the Expiration of the Eviction Moratoriums.
T2022-0129,,Oversight,Filed,Committee on Governmental Operations,,0,Oversight - New York City’s Pro-Voter Law (Agency-Based Voter Registratio
